No saved genome found.
Genome 64: Fitness 57.69
Genome 65: Fitness 38.74
Genome 66: Fitness 59.21
Genome 67: Fitness 57.91
Genome 68: Fitness 69.05
Genome 69: Fitness 43.36
Genome 70: Fitness 38.24
Genome 71: Fitness 13.51
Genome 72: Fitness 35.39
Genome 73: Fitness 33.92
Genome 74: Fitness 80.88
Genome 75: Fitness 50.27
Genome 76: Fitness 53.28
Genome 77: Fitness 90.08
Genome 78: Fitness 80.47
Genome 79: Fitness 75.33
Genome 80: Fitness 57.94
Genome 81: Fitness 66.88
Genome 82: Fitness 64.23
Genome 83: Fitness 67.60
Genome 84: Fitness 77.63
Genome 85: Fitness 37.13
Genome 86: Fitness 73.00
Genome 87: Fitness 70.60
Genome 88: Fitness 88.02
Genome 89: Fitness 49.17
Genome 90: Fitness 50.58
Genome 91: Fitness 59.73
Genome 92: Fitness 34.19
Genome 93: Fitness 36.16
Genome 94: Fitness 70.89
Genome 95: Fitness 56.82
Genome 96: Fitness 58.25
Genome 97: Fitness 26.88
Genome 98: Fitness 93.54
Genome 99: Fitness 36.57
Genome 100: Fitness 31.65
Best fitness: 94.48
Generation 53/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 50.76
Genome 7: Fitness 41.69
Genome 8: Fitness 91.13
Genome 9: Fitness 90.85
Genome 10: Fitness 91.29
Genome 11: Fitness 35.40
Genome 12: Fitness 55.08
Genome 13: Fitness 73.42
Genome 14: Fitness 58.04
Genome 15: Fitness 44.62
Genome 16: Fitness 72.24
Genome 17: Fitness 35.20
Genome 18: Fitness 9.68
Genome 19: Fitness 32.77
Genome 20: Fitness 90.85
Genome 21: Fitness 78.45
Genome 22: Fitness 75.27
Genome 23: Fitness 42.72
Genome 24: Fitness 45.31
Genome 25: Fitness 43.62
Genome 26: Fitness 30.84
Genome 27: Fitness 72.75
Genome 28: Fitness 44.03
Genome 29: Fitness 78.68
Genome 30: Fitness 86.33
Genome 31: Fitness 35.20
Genome 32: Fitness 34.61
Genome 33: Fitness 38.50
Genome 34: Fitness 59.93
Genome 35: Fitness 79.90
Genome 36: Fitness 69.14
Genome 37: Fitness 79.03
Genome 38: Fitness 86.53
Genome 39: Fitness 90.77
Genome 40: Fitness 36.75
Genome 41: Fitness 81.89
Genome 42: Fitness 56.87
Genome 43: Fitness 40.85
Genome 44: Fitness 49.52
Genome 45: Fitness 90.87
Genome 46: Fitness 31.08
Genome 47: Fitness 56.23
Genome 48: Fitness 69.52
Genome 49: Fitness 71.40
Genome 50: Fitness 69.33
Genome 51: Fitness 46.14
Genome 52: Fitness 40.44
Genome 53: Fitness 7.36
Genome 54: Fitness 81.09
Genome 55: Fitness 84.60
Genome 56: Fitness 82.83
Genome 57: Fitness 54.97
Genome 58: Fitness 64.35
Genome 59: Fitness 31.26
Genome 60: Fitness 47.40
Genome 61: Fitness 58.62
Genome 62: Fitness 53.03
Genome 63: Fitness 47.58
Genome 64: Fitness 38.53
Genome 65: Fitness 77.18
Genome 66: Fitness 62.93
Genome 67: Fitness 34.74
Genome 68: Fitness 66.30
Genome 69: Fitness 58.30
Genome 70: Fitness 80.75
Genome 71: Fitness 67.54
Genome 72: Fitness 32.12
Genome 73: Fitness 83.44
Genome 74: Fitness 54.02
Genome 75: Fitness 69.72
Genome 76: Fitness 25.68
Genome 77: Fitness 71.17
Genome 78: Fitness 79.31
Genome 79: Fitness 46.73
Genome 80: Fitness 45.13
Genome 81: Fitness 51.83
Genome 82: Fitness 56.80
Genome 83: Fitness 51.04
Genome 84: Fitness 81.52
Genome 85: Fitness 65.07
Genome 86: Fitness 85.58
Genome 87: Fitness 36.09
Genome 88: Fitness 44.72
Genome 89: Fitness 19.49
Genome 90: Fitness 44.12
Genome 91: Fitness 63.12
Genome 92: Fitness 72.79
Genome 93: Fitness 42.36
Genome 94: Fitness 80.94
Genome 95: Fitness 89.00
Genome 96: Fitness 78.66
Genome 97: Fitness 61.50
Genome 98: Fitness 88.05
Genome 99: Fitness 37.49
Genome 100: Fitness 84.99
Best fitness: 94.48
Generation 54/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 31.97
Genome 7: Fitness 13.10
Genome 8: Fitness 48.40
Genome 9: Fitness 49.65
Genome 10: Fitness 33.22
Genome 11: Fitness 30.98
Genome 12: Fitness 62.28
Genome 13: Fitness 48.95
Genome 14: Fitness 81.20
Genome 15: Fitness 47.13
Genome 16: Fitness 69.56
Genome 17: Fitness 75.99
Genome 18: Fitness 86.93
Genome 19: Fitness 33.12
Genome 20: Fitness 88.44
Genome 21: Fitness 60.99
Genome 22: Fitness 38.39
Genome 23: Fitness 52.45
Genome 24: Fitness 21.91
Genome 25: Fitness 77.16
Genome 26: Fitness 18.72
Genome 27: Fitness 14.23
Genome 28: Fitness 45.80
Genome 29: Fitness 32.21
Genome 30: Fitness 73.66
Genome 31: Fitness 75.84
Genome 32: Fitness 87.25
Genome 33: Fitness 45.07
Genome 34: Fitness 12.84
Genome 35: Fitness 62.96
Genome 36: Fitness 35.82
Genome 37: Fitness 75.11
Genome 38: Fitness 66.94
Genome 39: Fitness 21.48
Genome 40: Fitness 60.40
Genome 41: Fitness 56.42
Genome 42: Fitness 34.09
Genome 43: Fitness 14.84
Genome 44: Fitness 32.11
Genome 45: Fitness 13.26
Genome 46: Fitness 36.74
Genome 47: Fitness 52.13
Genome 48: Fitness 34.28
Genome 49: Fitness 72.68
Genome 50: Fitness 54.71
Genome 51: Fitness 50.35
Genome 52: Fitness 51.00
Genome 53: Fitness 90.82
Genome 54: Fitness 32.40
Genome 55: Fitness 44.73
Genome 56: Fitness 82.21
Genome 57: Fitness 8.45
Genome 58: Fitness 12.15
Genome 59: Fitness 78.98
Genome 60: Fitness 91.13
Genome 61: Fitness 25.36
Genome 62: Fitness 38.01
Genome 63: Fitness 47.45
Genome 64: Fitness 72.38
Genome 65: Fitness 79.46
Genome 66: Fitness 35.32
Genome 67: Fitness 30.85
Genome 68: Fitness 57.00
Genome 69: Fitness 40.19
Genome 70: Fitness 34.89
Genome 71: Fitness 37.91
Genome 72: Fitness 42.09
Genome 73: Fitness 51.66
Genome 74: Fitness 83.82
Genome 75: Fitness 71.87
Genome 76: Fitness 57.77
Genome 77: Fitness 85.88
Genome 78: Fitness 52.61
Genome 79: Fitness 51.25
Genome 80: Fitness 11.91
Genome 81: Fitness 30.61
Genome 82: Fitness 47.39
Genome 83: Fitness 35.24
Genome 84: Fitness 68.07
Genome 85: Fitness 55.71
Genome 86: Fitness 85.48
Genome 87: Fitness 65.72
Genome 88: Fitness 62.35
Genome 89: Fitness 68.59
Genome 90: Fitness 33.67
Genome 91: Fitness 21.12
Genome 92: Fitness 90.33
Genome 93: Fitness 39.23
Genome 94: Fitness 86.09
Genome 95: Fitness 86.04
Genome 96: Fitness 53.34
Genome 97: Fitness 41.05
Genome 98: Fitness 60.31
Genome 99: Fitness 79.15
Genome 100: Fitness 83.97
Best fitness: 94.48
Generation 55/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 77.59
Genome 7: Fitness 38.82
Genome 8: Fitness 13.24
Genome 9: Fitness 47.69
Genome 10: Fitness 89.28
Genome 11: Fitness 12.71
Genome 12: Fitness 69.85
Genome 13: Fitness 31.43
Genome 14: Fitness 32.42
Genome 15: Fitness 52.99
Genome 16: Fitness 68.82
Genome 17: Fitness 37.34
Genome 18: Fitness 31.12
Genome 19: Fitness 82.46
Genome 20: Fitness 54.42
Genome 21: Fitness 47.73
Genome 22: Fitness 49.74
Genome 23: Fitness 66.41
Genome 24: Fitness 41.47
Genome 25: Fitness 11.56
Genome 26: Fitness 36.74
Genome 27: Fitness 36.95
Genome 28: Fitness 31.14
Genome 29: Fitness 45.01
Genome 30: Fitness 77.91
Genome 31: Fitness 63.62
Genome 32: Fitness 39.72
Genome 33: Fitness 70.05
Genome 34: Fitness 51.53
Genome 35: Fitness 36.45
Genome 36: Fitness 35.59
Genome 37: Fitness 41.39
Genome 38: Fitness 44.24
Genome 39: Fitness 50.60
Genome 40: Fitness 32.32
Genome 41: Fitness 42.57
Genome 42: Fitness 59.21
Genome 43: Fitness 60.17
Genome 44: Fitness 58.73
Genome 45: Fitness 88.14
Genome 46: Fitness 30.56
Genome 47: Fitness 38.82
Genome 48: Fitness 85.62
Genome 49: Fitness 73.81
Genome 50: Fitness 41.99
Genome 51: Fitness 28.60
Genome 52: Fitness 38.69
Genome 53: Fitness 35.98
Genome 54: Fitness 49.07
Genome 55: Fitness 45.92
Genome 56: Fitness 64.35
Genome 57: Fitness 74.13
Genome 58: Fitness 31.89
Genome 59: Fitness 35.56
Genome 60: Fitness 11.37
Genome 61: Fitness 55.11
Genome 62: Fitness 73.05
Genome 63: Fitness 44.59
Genome 64: Fitness 60.89
Genome 65: Fitness 65.76
Genome 66: Fitness 18.74
Genome 67: Fitness 27.45
Genome 68: Fitness 43.03
Genome 69: Fitness 44.46
Genome 70: Fitness 39.19
Genome 71: Fitness 33.06
Genome 72: Fitness 30.02
Genome 73: Fitness 33.06
Genome 74: Fitness 87.04
Genome 75: Fitness 33.94
Genome 76: Fitness 80.00
Genome 77: Fitness 51.36
Genome 78: Fitness 91.77
Genome 79: Fitness 75.27
Genome 80: Fitness 52.55
Genome 81: Fitness 49.65
Genome 82: Fitness 64.69
Genome 83: Fitness 63.04
Genome 84: Fitness 17.72
Genome 85: Fitness 48.03
Genome 86: Fitness 82.91
Genome 87: Fitness 16.75
Genome 88: Fitness 40.50
Genome 89: Fitness 31.71
Genome 90: Fitness 88.07
Genome 91: Fitness 30.02
Genome 92: Fitness 70.62
Genome 93: Fitness 78.47
Genome 94: Fitness 85.19
Genome 95: Fitness 43.70
Genome 96: Fitness 71.60
Genome 97: Fitness 65.09
Genome 98: Fitness 81.31
Genome 99: Fitness 84.57
Genome 100: Fitness 34.91
Best fitness: 94.48
Generation 56/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 16.24
Genome 7: Fitness 34.11
Genome 8: Fitness 42.75
Genome 9: Fitness 54.01
Genome 10: Fitness 53.27
Genome 11: Fitness 64.94
Genome 12: Fitness 91.10
Genome 13: Fitness 57.88
Genome 14: Fitness 29.50
Genome 15: Fitness 47.55
Genome 16: Fitness 48.34
Genome 17: Fitness 57.41
Genome 18: Fitness 31.41
Genome 19: Fitness 50.82
Genome 20: Fitness 90.86
Genome 21: Fitness 80.65
Genome 22: Fitness 43.07
Genome 23: Fitness 32.39
Genome 24: Fitness 32.92
Genome 25: Fitness 66.63
Genome 26: Fitness 48.58
Genome 27: Fitness 36.92
Genome 28: Fitness 34.61
Genome 29: Fitness 38.91
Genome 30: Fitness 43.26
Genome 31: Fitness 51.79
Genome 32: Fitness 35.15
Genome 33: Fitness 47.82
Genome 34: Fitness 29.09
Genome 35: Fitness 23.03
Genome 36: Fitness 78.16
Genome 37: Fitness 82.46
Genome 38: Fitness 87.23
Genome 39: Fitness 32.02
Genome 40: Fitness 70.21
Genome 41: Fitness 37.87
Genome 42: Fitness 77.63
Genome 43: Fitness 50.35
Genome 44: Fitness 48.44
Genome 45: Fitness 83.75
Genome 46: Fitness 68.07
Genome 47: Fitness 38.90
Genome 48: Fitness 62.58
Genome 49: Fitness 35.41
Genome 50: Fitness 81.58
Genome 51: Fitness 86.23
Genome 52: Fitness 66.71
Genome 53: Fitness 44.72
Genome 54: Fitness 36.34
Genome 55: Fitness 52.35
Genome 56: Fitness 42.23
Genome 57: Fitness 58.76
Genome 58: Fitness 91.17
Genome 59: Fitness 87.40
Genome 60: Fitness 58.84
Genome 61: Fitness 12.81
Genome 62: Fitness 36.39
Genome 63: Fitness 42.01
Genome 64: Fitness 84.91
Genome 65: Fitness 83.50
Genome 66: Fitness 78.31
Genome 67: Fitness 55.67
Genome 68: Fitness 85.49
Genome 69: Fitness 49.75
Genome 70: Fitness 51.29
Genome 71: Fitness 31.93
Genome 72: Fitness 77.22
Genome 73: Fitness 73.84
Genome 74: Fitness 85.20
Genome 75: Fitness 86.67
Genome 76: Fitness 57.31
Genome 77: Fitness 46.87
Genome 78: Fitness 84.54
Genome 79: Fitness 41.26
Genome 80: Fitness 39.31
Genome 81: Fitness 77.82
Genome 82: Fitness 80.62
Genome 83: Fitness 29.79
Genome 84: Fitness 36.49
Genome 85: Fitness 46.87
Genome 86: Fitness 29.69
Genome 87: Fitness 46.57
Genome 88: Fitness 31.51
Genome 89: Fitness 39.56
Genome 90: Fitness 86.00
Genome 91: Fitness 75.29
Genome 92: Fitness 74.16
Genome 93: Fitness 56.47
Genome 94: Fitness 62.39
Genome 95: Fitness 40.19
Genome 96: Fitness 33.82
Genome 97: Fitness 58.50
Genome 98: Fitness 74.18
Genome 99: Fitness 73.62
Genome 100: Fitness 28.33
Best fitness: 94.48
Generation 57/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 34.55
Genome 7: Fitness 85.20
Genome 8: Fitness 66.23
Genome 9: Fitness 47.00
Genome 10: Fitness 76.09
Genome 11: Fitness 67.53
Genome 12: Fitness 75.23
Genome 13: Fitness 63.66
Genome 14: Fitness 36.01
Genome 15: Fitness 75.03
Genome 16: Fitness 33.07
Genome 17: Fitness 64.60
Genome 18: Fitness 81.48
Genome 19: Fitness 89.27
Genome 20: Fitness 11.30
Genome 21: Fitness 66.97
Genome 22: Fitness 31.76
Genome 23: Fitness 18.32
Genome 24: Fitness 61.17
Genome 25: Fitness 30.99
Genome 26: Fitness 73.44
Genome 27: Fitness 41.26
Genome 28: Fitness 39.60
Genome 29: Fitness 29.45
Genome 30: Fitness 60.68
Genome 31: Fitness 85.91
Genome 32: Fitness 50.27
Genome 33: Fitness 79.27
Genome 34: Fitness 84.49
Genome 35: Fitness 64.22
Genome 36: Fitness 65.71
Genome 37: Fitness 41.10
Genome 38: Fitness 73.90
Genome 39: Fitness 65.81
Genome 40: Fitness 39.31
Genome 41: Fitness 29.43
Genome 42: Fitness 31.01
Genome 43: Fitness 80.04
Genome 44: Fitness 63.28
Genome 45: Fitness 29.11
Genome 46: Fitness 30.02
Genome 47: Fitness 56.49
Genome 48: Fitness 65.89
Genome 49: Fitness 35.19
Genome 50: Fitness 32.51
Genome 51: Fitness 39.49
Genome 52: Fitness 29.12
Genome 53: Fitness 59.66
Genome 54: Fitness 56.89
Genome 55: Fitness 50.98
Genome 56: Fitness 87.99
Genome 57: Fitness 43.84
Genome 58: Fitness 71.29
Genome 59: Fitness 32.50
Genome 60: Fitness 56.74
Genome 61: Fitness 19.24
Genome 62: Fitness 34.35
Genome 63: Fitness 65.21
Genome 64: Fitness 29.34
Genome 65: Fitness 57.34
Genome 66: Fitness 31.25
Genome 67: Fitness 48.47
Genome 68: Fitness 22.52
Genome 69: Fitness 28.60
Genome 70: Fitness 68.53
Genome 71: Fitness 33.93
Genome 72: Fitness 71.21
Genome 73: Fitness 55.28
Genome 74: Fitness 81.70
Genome 75: Fitness 61.04
Genome 76: Fitness 91.47
Genome 77: Fitness 71.58
Genome 78: Fitness 35.47
Genome 79: Fitness 33.36
Genome 80: Fitness 35.28
Genome 81: Fitness 49.36
Genome 82: Fitness 37.70
Genome 83: Fitness 31.03
Genome 84: Fitness 79.55
Genome 85: Fitness 36.82
Genome 86: Fitness 43.61
Genome 87: Fitness 71.38
Genome 88: Fitness 90.55
Genome 89: Fitness 60.11
Genome 90: Fitness 51.81
Genome 91: Fitness 74.71
Genome 92: Fitness 53.95
Genome 93: Fitness 24.11
Genome 94: Fitness 81.61
Genome 95: Fitness 32.43
Genome 96: Fitness 57.09
Genome 97: Fitness 84.76
Genome 98: Fitness 36.62
Genome 99: Fitness 86.16
Genome 100: Fitness 37.36
Best fitness: 94.48
Generation 58/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 78.66
Genome 7: Fitness 60.99
Genome 8: Fitness 76.97
Genome 9: Fitness 70.40
Genome 10: Fitness 50.10
Genome 11: Fitness 51.17
Genome 12: Fitness 56.17
Genome 13: Fitness 12.94
Genome 14: Fitness 83.65
Genome 15: Fitness 50.34
Genome 16: Fitness 31.58
Genome 17: Fitness 51.58
Genome 18: Fitness 41.95
Genome 19: Fitness 29.11
Genome 20: Fitness 74.08
Genome 21: Fitness 30.53
Genome 22: Fitness 55.48
Genome 23: Fitness 87.38
Genome 24: Fitness 87.36
Genome 25: Fitness 38.28
Genome 26: Fitness 27.85
Genome 27: Fitness 86.37
Genome 28: Fitness 46.54
Genome 29: Fitness 51.50
Genome 30: Fitness 65.67
Genome 31: Fitness 58.45
Genome 32: Fitness 23.52
Genome 33: Fitness 68.62
Genome 34: Fitness 37.46
Genome 35: Fitness 50.73
Genome 36: Fitness 91.72
Genome 37: Fitness 64.23
Genome 38: Fitness 33.31
Genome 39: Fitness 63.15
Genome 40: Fitness 83.71
Genome 41: Fitness 35.09
Genome 42: Fitness 79.66
Genome 43: Fitness 84.31
Genome 44: Fitness 90.88
Genome 45: Fitness 71.60
Genome 46: Fitness 71.87
Genome 47: Fitness 50.21
Genome 48: Fitness 45.86
Genome 49: Fitness 90.35
Genome 50: Fitness 53.92
Genome 51: Fitness 29.78
Genome 52: Fitness 71.81
Genome 53: Fitness 32.18
Genome 54: Fitness 45.50
Genome 55: Fitness 55.14
Genome 56: Fitness 49.86
Genome 57: Fitness 92.05
Genome 58: Fitness 40.52
Genome 59: Fitness 34.80
Genome 60: Fitness 64.88
Genome 61: Fitness 81.95
Genome 62: Fitness 65.52
Genome 63: Fitness 79.16
Genome 64: Fitness 36.29
Genome 65: Fitness 72.67
Genome 66: Fitness 44.68
Genome 67: Fitness 32.13
Genome 68: Fitness 34.20
Genome 69: Fitness 61.02
Genome 70: Fitness 63.79
Genome 71: Fitness 12.86
Genome 72: Fitness 77.95
Genome 73: Fitness 26.18
Genome 74: Fitness 70.35
Genome 75: Fitness 61.50
Genome 76: Fitness 49.48
Genome 77: Fitness 60.35
Genome 78: Fitness 13.76
Genome 79: Fitness 40.73
Genome 80: Fitness 33.07
Genome 81: Fitness 40.79
Genome 82: Fitness 45.67
Genome 83: Fitness 30.50
Genome 84: Fitness 36.23
Genome 85: Fitness 37.64
Genome 86: Fitness 64.99
Genome 87: Fitness 14.01
Genome 88: Fitness 30.54
Genome 89: Fitness 43.92
Genome 90: Fitness 33.04
Genome 91: Fitness 74.09
Genome 92: Fitness 87.39
Genome 93: Fitness 53.71
Genome 94: Fitness 46.38
Genome 95: Fitness 14.95
Genome 96: Fitness 52.80
Genome 97: Fitness 33.42
Genome 98: Fitness 87.03
Genome 99: Fitness 49.61
Genome 100: Fitness 83.04
Best fitness: 94.48
Generation 59/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 88.56
Genome 7: Fitness 57.20
Genome 8: Fitness 79.57
Genome 9: Fitness 49.00
Genome 10: Fitness 64.46
Genome 11: Fitness 37.18
Genome 12: Fitness 30.92
Genome 13: Fitness 77.10
Genome 14: Fitness 66.27
Genome 15: Fitness 82.38
Genome 16: Fitness 70.48
Genome 17: Fitness 31.83
Genome 18: Fitness 54.53
Genome 19: Fitness 33.62
Genome 20: Fitness 66.92
Genome 21: Fitness 34.21
Genome 22: Fitness 57.90
Genome 23: Fitness 69.98
Genome 24: Fitness 87.43
Genome 25: Fitness 75.48
Genome 26: Fitness 45.09
Genome 27: Fitness 50.45
Genome 28: Fitness 38.72
Genome 29: Fitness 54.36
Genome 30: Fitness 88.34
Genome 31: Fitness 82.64
Genome 32: Fitness 32.08
Genome 33: Fitness 39.85
Genome 34: Fitness 72.39
Genome 35: Fitness 72.76
Genome 36: Fitness 31.01
Genome 37: Fitness 34.86
Genome 38: Fitness 42.67
Genome 39: Fitness 84.15
Genome 40: Fitness 33.41
Genome 41: Fitness 84.62
Genome 42: Fitness 30.04
Genome 43: Fitness 84.80
Genome 44: Fitness 78.37
Genome 45: Fitness 35.59
Genome 46: Fitness 21.05
Genome 47: Fitness 89.98
Genome 48: Fitness 31.80
Genome 49: Fitness 79.54
Genome 50: Fitness 71.89
Genome 51: Fitness 49.22
Genome 52: Fitness 36.21
Genome 53: Fitness 29.67
Genome 54: Fitness 65.71
Genome 55: Fitness 54.75
Genome 56: Fitness 51.64
Genome 57: Fitness 86.65
Genome 58: Fitness 52.27
Genome 59: Fitness 28.48
Genome 60: Fitness 81.67
Genome 61: Fitness 54.11
Genome 62: Fitness 15.29
Genome 63: Fitness 25.59
Genome 64: Fitness 41.96
Genome 65: Fitness 79.34
Genome 66: Fitness 63.19
Genome 67: Fitness 43.40
Genome 68: Fitness 65.07
Genome 69: Fitness 66.17
Genome 70: Fitness 7.41
Genome 71: Fitness 76.03
Genome 72: Fitness 36.02
Genome 73: Fitness 42.15
Genome 74: Fitness 53.81
Genome 75: Fitness 80.19
Genome 76: Fitness 59.35
Genome 77: Fitness 12.63
Genome 78: Fitness 51.91
Genome 79: Fitness 57.10
Genome 80: Fitness 72.43
Genome 81: Fitness 82.51
Genome 82: Fitness 55.17
Genome 83: Fitness 70.93
Genome 84: Fitness 81.64
Genome 85: Fitness 33.45
Genome 86: Fitness 38.75
Genome 87: Fitness 45.15
Genome 88: Fitness 76.65
Genome 89: Fitness 77.47
Genome 90: Fitness 42.27
Genome 91: Fitness 59.93
Genome 92: Fitness 30.31
Genome 93: Fitness 88.19
Genome 94: Fitness 42.71
Genome 95: Fitness 80.70
Genome 96: Fitness 32.93
Genome 97: Fitness 44.33
Genome 98: Fitness 61.05
Genome 99: Fitness 81.16
Genome 100: Fitness 35.56
Best fitness: 94.48
Generation 60/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 32.61
Genome 7: Fitness 75.37
Genome 8: Fitness 80.68
Genome 9: Fitness 42.62
Genome 10: Fitness 89.07
Genome 11: Fitness 71.38
Genome 12: Fitness 89.87
Genome 13: Fitness 73.73
Genome 14: Fitness 93.33
Genome 15: Fitness 24.42
Genome 16: Fitness 51.09
Genome 17: Fitness 86.39
Genome 18: Fitness 61.75
Genome 19: Fitness 86.80
Genome 20: Fitness 90.04
Genome 21: Fitness 64.49
Genome 22: Fitness 50.34
Genome 23: Fitness 61.03
Genome 24: Fitness 31.01
Genome 25: Fitness 86.26
Genome 26: Fitness 53.94
Genome 27: Fitness 87.93
Genome 28: Fitness 35.16
Genome 29: Fitness 64.61
Genome 30: Fitness 80.91
Genome 31: Fitness 47.94
Genome 32: Fitness 35.94
Genome 33: Fitness 87.94
Genome 34: Fitness 82.21
Genome 35: Fitness 30.99
Genome 36: Fitness 73.54
Genome 37: Fitness 79.66
Genome 38: Fitness 33.23
Genome 39: Fitness 32.22
Genome 40: Fitness 30.61
Genome 41: Fitness 64.41
Genome 42: Fitness 70.16
Genome 43: Fitness 81.56
Genome 44: Fitness 45.01
Genome 45: Fitness 19.70
Genome 46: Fitness 34.51
Genome 47: Fitness 36.96
Genome 48: Fitness 18.96
Genome 49: Fitness 21.44
Genome 50: Fitness 11.84
Genome 51: Fitness 40.72
Genome 52: Fitness 86.87
Genome 53: Fitness 86.91
Genome 54: Fitness 58.31
Genome 55: Fitness 41.64
Genome 56: Fitness 67.17
Genome 57: Fitness 76.18
Genome 58: Fitness 30.81
Genome 59: Fitness 35.68
Genome 60: Fitness 87.87
Genome 61: Fitness 51.70
Genome 62: Fitness 12.50
Genome 63: Fitness 46.60
Genome 64: Fitness 75.59
Genome 65: Fitness 38.85
Genome 66: Fitness 63.38
Genome 67: Fitness 36.38
Genome 68: Fitness 58.62
Genome 69: Fitness 28.71
Genome 70: Fitness 73.93
Genome 71: Fitness 68.01
Genome 72: Fitness 65.44
Genome 73: Fitness 52.04
Genome 74: Fitness 60.60
Genome 75: Fitness 55.64
Genome 76: Fitness 76.30
Genome 77: Fitness 30.09
Genome 78: Fitness 37.59
Genome 79: Fitness 23.27
Genome 80: Fitness 32.50
Genome 81: Fitness 59.30
Genome 82: Fitness 78.95
Genome 83: Fitness 56.04
Genome 84: Fitness 54.46
Genome 85: Fitness 46.88
Genome 86: Fitness 37.28
Genome 87: Fitness 55.35
Genome 88: Fitness 31.67
Genome 89: Fitness 61.62
Genome 90: Fitness 93.05
Genome 91: Fitness 77.66
Genome 92: Fitness 36.70
Genome 93: Fitness 43.62
Genome 94: Fitness 89.09
Genome 95: Fitness 58.67
Genome 96: Fitness 34.41
Genome 97: Fitness 26.99
Genome 98: Fitness 37.14
Genome 99: Fitness 46.57
Genome 100: Fitness 83.35
Best fitness: 94.48
Generation 61/100
Genome 1: Fitness 94.48
Genome 2: Fitness 94.13
Genome 3: Fitness 94.10
Genome 4: Fitness 93.90
Genome 5: Fitness 93.81
Genome 6: Fitness 56.38
Genome 7: Fitness 36.07
Genome 8: Fitness 46.97
Genome 9: Fitness 69.44
Genome 10: Fitness 41.56
Genome 11: Fitness 80.66
Genome 12: Fitness 16.66
Genome 13: Fitness 52.68
Genome 14: Fitness 77.08
Genome 15: Fitness 54.74
Genome 16: Fitness 34.05
Genome 17: Fitness 31.13
Genome 18: Fitness 69.89
Genome 19: Fitness 80.10
Genome 20: Fitness 64.40
Genome 21: Fitness 29.04
Genome 22: Fitness 39.10
Genome 23: Fitness 72.40
Genome 24: Fitness 22.91
Genome 25: Fitness 56.13
Genome 26: Fitness 51.81
Genome 27: Fitness 31.53
Genome 28: Fitness 37.60
Genome 29: Fitness 68.00
Genome 30: Fitness 46.68
Genome 31: Fitness 55.61
Genome 32: Fitness 72.98
Genome 33: Fitness 38.70
Genome 34: Fitness 69.95
Genome 35: Fitness 82.96
Genome 36: Fitness 29.69
Genome 37: Fitness 55.85
Genome 38: Fitness 32.59
Genome 39: Fitness 83.33
Genome 40: Fitness 83.61
Genome 41: Fitness 42.08
Genome 42: Fitness 87.18
Genome 43: Fitness 54.61
Genome 44: Fitness 65.69
Genome 45: Fitness 50.67
Genome 46: Fitness 68.48
Genome 47: Fitness 63.35
Genome 48: Fitness 77.22
Genome 49: Fitness 31.25
Genome 50: Fitness 27.15
Genome 51: Fitness 63.15
Genome 52: Fitness 34.60
Genome 53: Fitness 88.53
Genome 54: Fitness 34.36
Genome 55: Fitness 87.44
Genome 56: Fitness 39.38
Genome 57: Fitness 10.36
Genome 58: Fitness 36.12
Genome 59: Fitness 64.38
Genome 60: Fitness 36.24
Genome 61: Fitness 29.66
Genome 62: Fitness 49.04
Genome 63: Fitness 56.66
Genome 64: Fitness 53.79
Genome 65: Fitness 38.92
Genome 66: Fitness 50.14
Genome 67: Fitness 79.46
Genome 68: Fitness 25.34
Genome 69: Fitness 10.14
Genome 70: Fitness 23.21
Genome 71: Fitness 77.52
Genome 72: Fitness 52.40
Genome 73: Fitness 48.28
Genome 74: Fitness 42.92
Genome 75: Fitness 41.23
Genome 76: Fitness 34.22
Genome 77: Fitness 60.32
Genome 78: Fitness 45.44
Genome 79: Fitness 86.35
Genome 80: Fitness 48.18
Genome 81: Fitness 31.01
Genome 82: Fitness 32.47
Genome 83: Fitness 25.85
Genome 84: Fitness 42.62
