No saved genome found.
Genome 12: Fitness 32.52
Genome 13: Fitness 34.68
Genome 14: Fitness 73.15
Genome 15: Fitness 42.92
Genome 16: Fitness 52.23
Genome 17: Fitness 29.74
Genome 18: Fitness 44.40
Genome 19: Fitness 35.06
Genome 20: Fitness 73.90
Genome 21: Fitness 56.83
Genome 22: Fitness 91.94
Genome 23: Fitness 69.40
Genome 24: Fitness 75.92
Genome 25: Fitness 19.03
Genome 26: Fitness 83.23
Genome 27: Fitness 67.92
Genome 28: Fitness 67.69
Genome 29: Fitness 48.14
Genome 30: Fitness 66.44
Genome 31: Fitness 35.13
Genome 32: Fitness 85.14
Genome 33: Fitness 71.34
Genome 34: Fitness 52.74
Genome 35: Fitness 42.67
Genome 36: Fitness 81.46
Genome 37: Fitness 74.71
Genome 38: Fitness 81.45
Genome 39: Fitness 16.07
Genome 40: Fitness 39.64
Genome 41: Fitness 68.62
Genome 42: Fitness 51.66
Genome 43: Fitness 46.73
Genome 44: Fitness 79.43
Genome 45: Fitness 32.99
Genome 46: Fitness 84.63
Genome 47: Fitness 59.57
Genome 48: Fitness 72.92
Genome 49: Fitness 29.50
Genome 50: Fitness 12.16
Best fitness: 93.83
Generation 74/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 31.18
Genome 5: Fitness 75.22
Genome 6: Fitness 40.56
Genome 7: Fitness 43.13
Genome 8: Fitness 76.13
Genome 9: Fitness 67.36
Genome 10: Fitness 87.35
Genome 11: Fitness 50.42
Genome 12: Fitness 50.57
Genome 13: Fitness 58.81
Genome 14: Fitness 61.23
Genome 15: Fitness 48.20
Genome 16: Fitness 50.00
Genome 17: Fitness 83.92
Genome 18: Fitness 63.55
Genome 19: Fitness 44.52
Genome 20: Fitness 43.05
Genome 21: Fitness 10.30
Genome 22: Fitness 79.44
Genome 23: Fitness 58.51
Genome 24: Fitness 8.92
Genome 25: Fitness 45.24
Genome 26: Fitness 31.06
Genome 27: Fitness 35.17
Genome 28: Fitness 30.01
Genome 29: Fitness 52.05
Genome 30: Fitness 55.11
Genome 31: Fitness 34.36
Genome 32: Fitness 80.61
Genome 33: Fitness 44.42
Genome 34: Fitness 69.96
Genome 35: Fitness 42.85
Genome 36: Fitness 27.91
Genome 37: Fitness 82.67
Genome 38: Fitness 24.63
Genome 39: Fitness 35.04
Genome 40: Fitness 46.72
Genome 41: Fitness 38.04
Genome 42: Fitness 43.46
Genome 43: Fitness 12.38
Genome 44: Fitness 33.54
Genome 45: Fitness 45.81
Genome 46: Fitness 60.12
Genome 47: Fitness 17.33
Genome 48: Fitness 67.67
Genome 49: Fitness 78.95
Genome 50: Fitness 41.54
Best fitness: 93.83
Generation 75/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 58.30
Genome 5: Fitness 71.85
Genome 6: Fitness 34.24
Genome 7: Fitness 53.60
Genome 8: Fitness 56.46
Genome 9: Fitness 36.11
Genome 10: Fitness 43.17
Genome 11: Fitness 89.60
Genome 12: Fitness 32.92
Genome 13: Fitness 36.16
Genome 14: Fitness 40.12
Genome 15: Fitness 46.48
Genome 16: Fitness 19.01
Genome 17: Fitness 33.35
Genome 18: Fitness 51.75
Genome 19: Fitness 41.48
Genome 20: Fitness 69.77
Genome 21: Fitness 47.46
Genome 22: Fitness 58.47
Genome 23: Fitness 31.84
Genome 24: Fitness 59.23
Genome 25: Fitness 47.72
Genome 26: Fitness 46.11
Genome 27: Fitness 55.59
Genome 28: Fitness 85.58
Genome 29: Fitness 63.31
Genome 30: Fitness 86.04
Genome 31: Fitness 75.91
Genome 32: Fitness 78.80
Genome 33: Fitness 65.15
Genome 34: Fitness 76.99
Genome 35: Fitness 41.38
Genome 36: Fitness 84.90
Genome 37: Fitness 35.95
Genome 38: Fitness 66.87
Genome 39: Fitness 55.45
Genome 40: Fitness 17.18
Genome 41: Fitness 83.21
Genome 42: Fitness 84.95
Genome 43: Fitness 52.97
Genome 44: Fitness 35.56
Genome 45: Fitness 73.56
Genome 46: Fitness 77.87
Genome 47: Fitness 73.08
Genome 48: Fitness 40.36
Genome 49: Fitness 43.11
Genome 50: Fitness 31.51
Best fitness: 93.83
Generation 76/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 49.17
Genome 5: Fitness 78.45
Genome 6: Fitness 39.70
Genome 7: Fitness 72.16
Genome 8: Fitness 43.64
Genome 9: Fitness 81.90
Genome 10: Fitness 64.32
Genome 11: Fitness 30.77
Genome 12: Fitness 59.96
Genome 13: Fitness 59.02
Genome 14: Fitness 62.23
Genome 15: Fitness 16.32
Genome 16: Fitness 57.90
Genome 17: Fitness 50.26
Genome 18: Fitness 75.20
Genome 19: Fitness 32.34
Genome 20: Fitness 26.65
Genome 21: Fitness 39.32
Genome 22: Fitness 34.92
Genome 23: Fitness 85.82
Genome 24: Fitness 69.53
Genome 25: Fitness 15.59
Genome 26: Fitness 82.59
Genome 27: Fitness 51.86
Genome 28: Fitness 84.16
Genome 29: Fitness 76.84
Genome 30: Fitness 35.01
Genome 31: Fitness 36.87
Genome 32: Fitness 25.12
Genome 33: Fitness 47.60
Genome 34: Fitness 31.57
Genome 35: Fitness 53.85
Genome 36: Fitness 51.51
Genome 37: Fitness 22.24
Genome 38: Fitness 74.19
Genome 39: Fitness 72.96
Genome 40: Fitness 43.10
Genome 41: Fitness 64.46
Genome 42: Fitness 40.19
Genome 43: Fitness 15.32
Genome 44: Fitness 30.78
Genome 45: Fitness 40.15
Genome 46: Fitness 71.10
Genome 47: Fitness 37.87
Genome 48: Fitness 46.45
Genome 49: Fitness 62.46
Genome 50: Fitness 29.45
Best fitness: 93.83
Generation 77/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 48.50
Genome 5: Fitness 58.97
Genome 6: Fitness 31.14
Genome 7: Fitness 26.23
Genome 8: Fitness 63.79
Genome 9: Fitness 76.24
Genome 10: Fitness 41.95
Genome 11: Fitness 46.22
Genome 12: Fitness 22.31
Genome 13: Fitness 52.03
Genome 14: Fitness 41.01
Genome 15: Fitness 40.04
Genome 16: Fitness 67.86
Genome 17: Fitness 73.47
Genome 18: Fitness 77.06
Genome 19: Fitness 44.62
Genome 20: Fitness 85.02
Genome 21: Fitness 63.75
Genome 22: Fitness 41.63
Genome 23: Fitness 41.57
Genome 24: Fitness 51.55
Genome 25: Fitness 52.80
Genome 26: Fitness 31.72
Genome 27: Fitness 85.26
Genome 28: Fitness 7.92
Genome 29: Fitness 47.39
Genome 30: Fitness 82.05
Genome 31: Fitness 45.47
Genome 32: Fitness 60.87
Genome 33: Fitness 80.51
Genome 34: Fitness 86.42
Genome 35: Fitness 31.78
Genome 36: Fitness 55.67
Genome 37: Fitness 51.22
Genome 38: Fitness 29.35
Genome 39: Fitness 31.41
Genome 40: Fitness 82.42
Genome 41: Fitness 34.72
Genome 42: Fitness 57.91
Genome 43: Fitness 85.95
Genome 44: Fitness 70.12
Genome 45: Fitness 32.42
Genome 46: Fitness 63.02
Genome 47: Fitness 37.76
Genome 48: Fitness 17.71
Genome 49: Fitness 58.00
Genome 50: Fitness 28.71
Best fitness: 93.83
Generation 78/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 84.79
Genome 5: Fitness 37.09
Genome 6: Fitness 54.97
Genome 7: Fitness 37.78
Genome 8: Fitness 54.83
Genome 9: Fitness 58.56
Genome 10: Fitness 10.15
Genome 11: Fitness 31.43
Genome 12: Fitness 32.37
Genome 13: Fitness 57.17
Genome 14: Fitness 82.93
Genome 15: Fitness 50.28
Genome 16: Fitness 32.63
Genome 17: Fitness 65.22
Genome 18: Fitness 68.26
Genome 19: Fitness 65.72
Genome 20: Fitness 82.80
Genome 21: Fitness 64.46
Genome 22: Fitness 63.67
Genome 23: Fitness 28.60
Genome 24: Fitness 54.99
Genome 25: Fitness 79.35
Genome 26: Fitness 78.64
Genome 27: Fitness 50.63
Genome 28: Fitness 91.93
Genome 29: Fitness 91.00
Genome 30: Fitness 38.16
Genome 31: Fitness 41.74
Genome 32: Fitness 68.13
Genome 33: Fitness 67.86
Genome 34: Fitness 66.15
Genome 35: Fitness 84.89
Genome 36: Fitness 41.86
Genome 37: Fitness 88.42
Genome 38: Fitness 25.97
Genome 39: Fitness 36.50
Genome 40: Fitness 79.69
Genome 41: Fitness 75.93
Genome 42: Fitness 34.79
Genome 43: Fitness 20.23
Genome 44: Fitness 33.82
Genome 45: Fitness 33.84
Genome 46: Fitness 54.63
Genome 47: Fitness 68.36
Genome 48: Fitness 80.70
Genome 49: Fitness 41.81
Genome 50: Fitness 37.26
Best fitness: 93.83
Generation 79/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 12.21
Genome 5: Fitness 63.02
Genome 6: Fitness 34.50
Genome 7: Fitness 35.53
Genome 8: Fitness 33.76
Genome 9: Fitness 70.09
Genome 10: Fitness 80.34
Genome 11: Fitness 69.72
Genome 12: Fitness 47.34
Genome 13: Fitness 55.33
Genome 14: Fitness 80.37
Genome 15: Fitness 90.70
Genome 16: Fitness 8.37
Genome 17: Fitness 72.89
Genome 18: Fitness 84.04
Genome 19: Fitness 57.65
Genome 20: Fitness 58.69
Genome 21: Fitness 40.26
Genome 22: Fitness 50.26
Genome 23: Fitness 89.19
Genome 24: Fitness 32.90
Genome 25: Fitness 35.97
Genome 26: Fitness 49.98
Genome 27: Fitness 61.82
Genome 28: Fitness 44.12
Genome 29: Fitness 56.83
Genome 30: Fitness 71.75
Genome 31: Fitness 59.63
Genome 32: Fitness 48.15
Genome 33: Fitness 81.62
Genome 34: Fitness 46.87
Genome 35: Fitness 23.23
Genome 36: Fitness 54.30
Genome 37: Fitness 56.17
Genome 38: Fitness 36.75
Genome 39: Fitness 53.31
Genome 40: Fitness 83.48
Genome 41: Fitness 68.29
Genome 42: Fitness 7.72
Genome 43: Fitness 62.20
Genome 44: Fitness 47.39
Genome 45: Fitness 41.71
Genome 46: Fitness 46.75
Genome 47: Fitness 58.49
Genome 48: Fitness 20.30
Genome 49: Fitness 49.09
Genome 50: Fitness 27.81
Best fitness: 93.83
Generation 80/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 68.25
Genome 5: Fitness 52.89
Genome 6: Fitness 38.76
Genome 7: Fitness 63.06
Genome 8: Fitness 35.81
Genome 9: Fitness 42.22
Genome 10: Fitness 73.31
Genome 11: Fitness 32.09
Genome 12: Fitness 54.03
Genome 13: Fitness 44.47
Genome 14: Fitness 43.14
Genome 15: Fitness 11.58
Genome 16: Fitness 57.26
Genome 17: Fitness 42.94
Genome 18: Fitness 74.10
Genome 19: Fitness 53.22
Genome 20: Fitness 41.61
Genome 21: Fitness 89.74
Genome 22: Fitness 54.19
Genome 23: Fitness 53.73
Genome 24: Fitness 73.32
Genome 25: Fitness 51.35
Genome 26: Fitness 41.95
Genome 27: Fitness 82.77
Genome 28: Fitness 19.99
Genome 29: Fitness 82.35
Genome 30: Fitness 48.31
Genome 31: Fitness 14.28
Genome 32: Fitness 57.46
Genome 33: Fitness 62.79
Genome 34: Fitness 80.68
Genome 35: Fitness 64.96
Genome 36: Fitness 64.43
Genome 37: Fitness 50.41
Genome 38: Fitness 39.93
Genome 39: Fitness 77.40
Genome 40: Fitness 80.61
Genome 41: Fitness 52.58
Genome 42: Fitness 54.68
Genome 43: Fitness 56.30
Genome 44: Fitness 75.51
Genome 45: Fitness 74.72
Genome 46: Fitness 35.62
Genome 47: Fitness 24.56
Genome 48: Fitness 89.68
Genome 49: Fitness 45.49
Genome 50: Fitness 62.46
Best fitness: 93.83
Generation 81/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 77.60
Genome 5: Fitness 47.72
Genome 6: Fitness 91.16
Genome 7: Fitness 62.28
Genome 8: Fitness 40.31
Genome 9: Fitness 54.77
Genome 10: Fitness 72.05
Genome 11: Fitness 40.66
Genome 12: Fitness 34.11
Genome 13: Fitness 60.64
Genome 14: Fitness 30.47
Genome 15: Fitness 77.25
Genome 16: Fitness 32.29
Genome 17: Fitness 10.52
Genome 18: Fitness 46.21
Genome 19: Fitness 32.31
Genome 20: Fitness 29.34
Genome 21: Fitness 87.91
Genome 22: Fitness 82.31
Genome 23: Fitness 71.75
Genome 24: Fitness 52.67
Genome 25: Fitness 85.74
Genome 26: Fitness 89.56
Genome 27: Fitness 35.93
Genome 28: Fitness 57.19
Genome 29: Fitness 82.33
Genome 30: Fitness 72.59
Genome 31: Fitness 70.18
Genome 32: Fitness 73.54
Genome 33: Fitness 82.51
Genome 34: Fitness 74.67
Genome 35: Fitness 58.66
Genome 36: Fitness 94.34
Genome 37: Fitness 32.15
Genome 38: Fitness 41.22
Genome 39: Fitness 62.08
Genome 40: Fitness 32.07
Genome 41: Fitness 82.38
Genome 42: Fitness 47.93
Genome 43: Fitness 55.30
Genome 44: Fitness 55.18
Genome 45: Fitness 54.48
Genome 46: Fitness 14.40
Genome 47: Fitness 90.03
Genome 48: Fitness 30.56
Genome 49: Fitness 48.55
Genome 50: Fitness 32.63
Best fitness: 94.34
Saved best genome to bestModels/bestGenome__g100_m0.1_p50_uniform_gen100_e3_pop2_p50_e3.json
Generation 82/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 87.83
Genome 5: Fitness 89.04
Genome 6: Fitness 47.61
Genome 7: Fitness 89.35
Genome 8: Fitness 48.28
Genome 9: Fitness 83.32
Genome 10: Fitness 48.24
Genome 11: Fitness 33.67
Genome 12: Fitness 64.86
Genome 13: Fitness 51.92
Genome 14: Fitness 81.24
Genome 15: Fitness 30.56
Genome 16: Fitness 37.23
Genome 17: Fitness 35.52
Genome 18: Fitness 78.28
Genome 19: Fitness 82.18
Genome 20: Fitness 17.02
Genome 21: Fitness 19.48
Genome 22: Fitness 36.54
Genome 23: Fitness 87.53
Genome 24: Fitness 91.99
Genome 25: Fitness 14.10
Genome 26: Fitness 57.59
Genome 27: Fitness 74.30
Genome 28: Fitness 32.72
Genome 29: Fitness 32.32
Genome 30: Fitness 33.80
Genome 31: Fitness 88.47
Genome 32: Fitness 86.70
Genome 33: Fitness 55.47
Genome 34: Fitness 76.29
Genome 35: Fitness 30.68
Genome 36: Fitness 11.87
Genome 37: Fitness 35.86
Genome 38: Fitness 34.03
Genome 39: Fitness 37.15
Genome 40: Fitness 88.26
Genome 41: Fitness 31.31
Genome 42: Fitness 62.06
Genome 43: Fitness 62.80
Genome 44: Fitness 39.45
Genome 45: Fitness 63.12
Genome 46: Fitness 19.50
Genome 47: Fitness 19.19
Genome 48: Fitness 30.96
Genome 49: Fitness 45.98
Genome 50: Fitness 32.51
Best fitness: 94.34
Generation 83/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 31.89
Genome 5: Fitness 34.88
Genome 6: Fitness 70.46
Genome 7: Fitness 52.60
Genome 8: Fitness 18.11
Genome 9: Fitness 60.29
Genome 10: Fitness 38.38
Genome 11: Fitness 79.34
Genome 12: Fitness 16.72
Genome 13: Fitness 32.27
Genome 14: Fitness 15.54
Genome 15: Fitness 32.75
Genome 16: Fitness 14.38
Genome 17: Fitness 35.53
Genome 18: Fitness 82.28
Genome 19: Fitness 36.72
Genome 20: Fitness 33.30
Genome 21: Fitness 9.61
Genome 22: Fitness 33.50
Genome 23: Fitness 62.65
Genome 24: Fitness 63.78
Genome 25: Fitness 22.96
Genome 26: Fitness 54.98
Genome 27: Fitness 34.21
Genome 28: Fitness 83.16
Genome 29: Fitness 56.13
Genome 30: Fitness 47.63
Genome 31: Fitness 21.65
Genome 32: Fitness 66.73
Genome 33: Fitness 42.56
Genome 34: Fitness 65.45
Genome 35: Fitness 81.46
Genome 36: Fitness 34.44
Genome 37: Fitness 31.98
Genome 38: Fitness 37.84
Genome 39: Fitness 42.03
Genome 40: Fitness 61.05
Genome 41: Fitness 77.33
Genome 42: Fitness 33.85
Genome 43: Fitness 37.44
Genome 44: Fitness 62.18
Genome 45: Fitness 83.52
Genome 46: Fitness 40.33
Genome 47: Fitness 13.94
Genome 48: Fitness 45.56
Genome 49: Fitness 13.60
Genome 50: Fitness 77.70
Best fitness: 94.34
Generation 84/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 32.95
Genome 5: Fitness 90.31
Genome 6: Fitness 42.71
Genome 7: Fitness 57.01
Genome 8: Fitness 47.32
Genome 9: Fitness 31.18
Genome 10: Fitness 49.30
Genome 11: Fitness 42.04
Genome 12: Fitness 19.40
Genome 13: Fitness 39.45
Genome 14: Fitness 32.51
Genome 15: Fitness 37.38
Genome 16: Fitness 84.47
Genome 17: Fitness 5.78
Genome 18: Fitness 79.23
Genome 19: Fitness 49.82
Genome 20: Fitness 39.76
Genome 21: Fitness 50.09
Genome 22: Fitness 19.72
Genome 23: Fitness 32.10
Genome 24: Fitness 7.95
Genome 25: Fitness 77.59
Genome 26: Fitness 81.91
Genome 27: Fitness 80.54
Genome 28: Fitness 70.28
Genome 29: Fitness 9.93
Genome 30: Fitness 73.30
Genome 31: Fitness 54.57
Genome 32: Fitness 63.54
Genome 33: Fitness 28.61
Genome 34: Fitness 42.32
Genome 35: Fitness 65.96
Genome 36: Fitness 88.92
Genome 37: Fitness 59.70
Genome 38: Fitness 46.75
Genome 39: Fitness 67.22
Genome 40: Fitness 76.97
Genome 41: Fitness 82.47
Genome 42: Fitness 32.85
Genome 43: Fitness 21.73
Genome 44: Fitness 66.31
Genome 45: Fitness 89.85
Genome 46: Fitness 87.06
Genome 47: Fitness 54.29
Genome 48: Fitness 50.17
Genome 49: Fitness 64.75
Genome 50: Fitness 62.94
Best fitness: 94.34
Generation 85/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 29.89
Genome 5: Fitness 83.33
Genome 6: Fitness 31.56
Genome 7: Fitness 55.96
Genome 8: Fitness 68.16
Genome 9: Fitness 30.83
Genome 10: Fitness 32.74
Genome 11: Fitness 14.73
Genome 12: Fitness 30.21
Genome 13: Fitness 42.80
Genome 14: Fitness 59.27
Genome 15: Fitness 33.01
Genome 16: Fitness 46.80
Genome 17: Fitness 40.05
Genome 18: Fitness 80.86
Genome 19: Fitness 84.59
Genome 20: Fitness 30.53
Genome 21: Fitness 75.90
Genome 22: Fitness 34.25
Genome 23: Fitness 30.81
Genome 24: Fitness 83.60
Genome 25: Fitness 58.05
Genome 26: Fitness 30.26
Genome 27: Fitness 41.47
Genome 28: Fitness 38.98
Genome 29: Fitness 39.25
Genome 30: Fitness 34.37
Genome 31: Fitness 16.26
Genome 32: Fitness 18.06
Genome 33: Fitness 36.39
Genome 34: Fitness 80.31
Genome 35: Fitness 30.91
Genome 36: Fitness 31.07
Genome 37: Fitness 44.52
Genome 38: Fitness 29.78
Genome 39: Fitness 88.24
Genome 40: Fitness 83.70
Genome 41: Fitness 78.43
Genome 42: Fitness 89.76
Genome 43: Fitness 87.01
Genome 44: Fitness 38.14
Genome 45: Fitness 42.59
Genome 46: Fitness 58.43
Genome 47: Fitness 77.82
Genome 48: Fitness 79.71
Genome 49: Fitness 30.37
Genome 50: Fitness 41.27
Best fitness: 94.34
Generation 86/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 75.71
Genome 5: Fitness 88.31
Genome 6: Fitness 42.05
Genome 7: Fitness 33.26
Genome 8: Fitness 67.28
Genome 9: Fitness 81.91
Genome 10: Fitness 33.39
Genome 11: Fitness 36.13
Genome 12: Fitness 32.32
Genome 13: Fitness 71.97
Genome 14: Fitness 47.38
Genome 15: Fitness 60.98
Genome 16: Fitness 83.36
Genome 17: Fitness 42.95
Genome 18: Fitness 32.40
Genome 19: Fitness 47.49
Genome 20: Fitness 77.37
Genome 21: Fitness 49.28
Genome 22: Fitness 65.50
Genome 23: Fitness 39.78
Genome 24: Fitness 22.91
Genome 25: Fitness 16.74
Genome 26: Fitness 34.57
Genome 27: Fitness 58.33
Genome 28: Fitness 46.62
Genome 29: Fitness 81.83
Genome 30: Fitness 89.56
Genome 31: Fitness 32.73
Genome 32: Fitness 86.28
Genome 33: Fitness 57.31
Genome 34: Fitness 32.73
Genome 35: Fitness 40.62
Genome 36: Fitness 11.26
Genome 37: Fitness 69.02
Genome 38: Fitness 32.69
Genome 39: Fitness 30.63
Genome 40: Fitness 86.74
Genome 41: Fitness 63.66
Genome 42: Fitness 17.24
Genome 43: Fitness 80.86
Genome 44: Fitness 86.64
Genome 45: Fitness 32.56
Genome 46: Fitness 23.97
Genome 47: Fitness 60.35
Genome 48: Fitness 32.41
Genome 49: Fitness 63.07
Genome 50: Fitness 31.85
Best fitness: 94.34
Generation 87/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 69.35
Genome 5: Fitness 15.02
Genome 6: Fitness 72.72
Genome 7: Fitness 42.80
Genome 8: Fitness 33.76
Genome 9: Fitness 75.21
Genome 10: Fitness 46.76
Genome 11: Fitness 6.69
Genome 12: Fitness 20.47
Genome 13: Fitness 29.48
Genome 14: Fitness 53.58
Genome 15: Fitness 53.48
Genome 16: Fitness 33.19
Genome 17: Fitness 40.66
Genome 18: Fitness 30.91
Genome 19: Fitness 42.61
Genome 20: Fitness 62.44
Genome 21: Fitness 42.77
Genome 22: Fitness 71.84
Genome 23: Fitness 41.25
Genome 24: Fitness 22.94
Genome 25: Fitness 92.88
Genome 26: Fitness 84.61
Genome 27: Fitness 56.21
Genome 28: Fitness 38.47
Genome 29: Fitness 71.25
Genome 30: Fitness 33.13
Genome 31: Fitness 32.16
Genome 32: Fitness 77.18
Genome 33: Fitness 63.99
Genome 34: Fitness 54.55
Genome 35: Fitness 60.31
Genome 36: Fitness 29.03
Genome 37: Fitness 55.37
Genome 38: Fitness 85.45
Genome 39: Fitness 37.21
Genome 40: Fitness 75.30
Genome 41: Fitness 72.69
Genome 42: Fitness 66.41
Genome 43: Fitness 36.43
Genome 44: Fitness 48.01
Genome 45: Fitness 55.84
Genome 46: Fitness 34.00
Genome 47: Fitness 35.25
Genome 48: Fitness 34.98
Genome 49: Fitness 90.00
Genome 50: Fitness 31.27
Best fitness: 94.34
Generation 88/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 31.45
Genome 5: Fitness 15.78
Genome 6: Fitness 61.37
Genome 7: Fitness 48.18
Genome 8: Fitness 33.14
Genome 9: Fitness 82.49
Genome 10: Fitness 40.70
Genome 11: Fitness 34.97
Genome 12: Fitness 60.62
Genome 13: Fitness 48.19
Genome 14: Fitness 42.18
Genome 15: Fitness 24.75
Genome 16: Fitness 66.07
Genome 17: Fitness 15.98
Genome 18: Fitness 44.03
Genome 19: Fitness 56.26
Genome 20: Fitness 10.61
Genome 21: Fitness 38.16
Genome 22: Fitness 52.03
Genome 23: Fitness 58.48
Genome 24: Fitness 66.33
Genome 25: Fitness 37.86
Genome 26: Fitness 34.23
Genome 27: Fitness 35.98
Genome 28: Fitness 35.12
Genome 29: Fitness 92.15
Genome 30: Fitness 34.68
Genome 31: Fitness 48.28
Genome 32: Fitness 36.37
Genome 33: Fitness 11.83
Genome 34: Fitness 30.71
Genome 35: Fitness 53.19
Genome 36: Fitness 30.52
Genome 37: Fitness 12.77
Genome 38: Fitness 73.39
Genome 39: Fitness 83.09
Genome 40: Fitness 46.19
Genome 41: Fitness 12.03
Genome 42: Fitness 32.28
Genome 43: Fitness 34.06
Genome 44: Fitness 44.41
Genome 45: Fitness 34.36
Genome 46: Fitness 15.13
Genome 47: Fitness 89.47
Genome 48: Fitness 33.35
Genome 49: Fitness 29.37
Genome 50: Fitness 28.89
Best fitness: 94.34
Generation 89/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 30.37
Genome 5: Fitness 50.66
Genome 6: Fitness 63.83
Genome 7: Fitness 41.70
Genome 8: Fitness 40.83
Genome 9: Fitness 78.02
Genome 10: Fitness 44.76
Genome 11: Fitness 87.84
Genome 12: Fitness 62.59
Genome 13: Fitness 36.70
Genome 14: Fitness 65.20
Genome 15: Fitness 44.75
Genome 16: Fitness 13.54
Genome 17: Fitness 33.65
Genome 18: Fitness 29.55
Genome 19: Fitness 64.80
Genome 20: Fitness 30.49
Genome 21: Fitness 71.27
Genome 22: Fitness 52.00
Genome 23: Fitness 33.93
Genome 24: Fitness 38.20
Genome 25: Fitness 65.42
Genome 26: Fitness 40.99
Genome 27: Fitness 35.81
Genome 28: Fitness 89.45
Genome 29: Fitness 25.54
Genome 30: Fitness 45.93
Genome 31: Fitness 30.89
Genome 32: Fitness 35.34
Genome 33: Fitness 88.63
Genome 34: Fitness 34.52
Genome 35: Fitness 31.09
Genome 36: Fitness 87.94
Genome 37: Fitness 63.53
Genome 38: Fitness 80.10
Genome 39: Fitness 77.01
Genome 40: Fitness 38.03
Genome 41: Fitness 10.36
Genome 42: Fitness 38.33
Genome 43: Fitness 34.00
Genome 44: Fitness 82.84
Genome 45: Fitness 55.28
Genome 46: Fitness 70.88
Genome 47: Fitness 76.99
Genome 48: Fitness 36.11
Genome 49: Fitness 45.74
Genome 50: Fitness 54.31
Best fitness: 94.34
Generation 90/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 71.13
Genome 5: Fitness 40.21
Genome 6: Fitness 37.36
Genome 7: Fitness 71.75
Genome 8: Fitness 83.54
Genome 9: Fitness 37.92
Genome 10: Fitness 31.35
Genome 11: Fitness 61.25
Genome 12: Fitness 52.08
Genome 13: Fitness 38.98
Genome 14: Fitness 54.79
Genome 15: Fitness 30.57
Genome 16: Fitness 43.21
Genome 17: Fitness 38.84
Genome 18: Fitness 41.53
Genome 19: Fitness 39.03
Genome 20: Fitness 61.11
Genome 21: Fitness 42.35
Genome 22: Fitness 79.16
Genome 23: Fitness 36.84
Genome 24: Fitness 35.29
Genome 25: Fitness 68.11
Genome 26: Fitness 41.61
Genome 27: Fitness 59.89
Genome 28: Fitness 35.07
Genome 29: Fitness 35.81
Genome 30: Fitness 35.13
Genome 31: Fitness 75.07
Genome 32: Fitness 9.30
Genome 33: Fitness 27.32
Genome 34: Fitness 68.61
Genome 35: Fitness 13.38
Genome 36: Fitness 25.12
Genome 37: Fitness 43.65
Genome 38: Fitness 83.64
Genome 39: Fitness 64.45
Genome 40: Fitness 63.57
Genome 41: Fitness 78.97
Genome 42: Fitness 53.13
Genome 43: Fitness 82.01
Genome 44: Fitness 81.82
Genome 45: Fitness 64.82
Genome 46: Fitness 40.64
Genome 47: Fitness 53.94
Genome 48: Fitness 46.87
Genome 49: Fitness 56.21
Genome 50: Fitness 31.54
Best fitness: 94.34
Generation 91/100
Genome 1: Fitness 94.34
Genome 2: Fitness 93.83
Genome 3: Fitness 93.64
Genome 4: Fitness 51.68
Genome 5: Fitness 60.44
Genome 6: Fitness 38.84
Genome 7: Fitness 51.01
Genome 8: Fitness 63.64
Genome 9: Fitness 89.60
Genome 10: Fitness 89.91
Genome 11: Fitness 37.09
Genome 12: Fitness 75.73
Genome 13: Fitness 49.28
Genome 14: Fitness 55.18
Genome 15: Fitness 41.25
Genome 16: Fitness 88.34
Genome 17: Fitness 66.40
